품목명,평균가격,최고가격,최저가격,품목코드,등급,일자
배 신고_7.5,35275.0,40000.0,35000.0,6.0201e+16,상,200307
배 신고_15.0,15045.346153846154,20115.384615384617,9961.538461538461,6.0201e+16,중,200307
배 신고_5.0,8377.0,8500.0,8000.0,6.0201e+16,중,200307
배 신고_7.5,25450.0,35000.0,18000.0,6.0201e+16,중,200307
배 신고_15.0,6820.5,9961.538461538461,3461.5384615384614,6.0201e+16,하,200307
배 신고_5.0,7364.0,8000.0,7000.0,6.0201e+16,하,200307
배 신고_7.5,16675.0,18000.0,15000.0,6.0201e+16,하,200307
배 신고_15.0,55900.0,64666.666666666664,47133.333333333336,6.0201e+16,특,200308
배 원황_15.0,52944.444444444445,61111.11111111111,44777.77777777778,6.0221e+16,특,200308
배 신고_15.0,32366.666666666668,44600.0,20133.333333333332,6.0201e+16,상,200308
배 원황_15.0,36055.555555555555,43555.555555555555,28555.555555555555,6.0221e+16,상,200308
배 원황_7.5,33966.666666666664,42066.666666666664,25866.666666666668,6.0221e+16,상,200308
배 신고_15.0,15000.0,19466.666666666668,10533.333333333334,6.0201e+16,중,200308
배 원황_15.0,23277.777777777777,28555.555555555555,18000.0,6.0221e+16,중,200308
배 원황_7.5,21200.0,25733.333333333332,16666.666666666668,6.0221e+16,중,200308
배 신고_15.0,7233.333333333333,10533.333333333334,3933.3333333333335,6.0201e+16,하,200308
배 원황_15.0,13444.444444444445,18000.0,8888.888888888889,6.0221e+16,하,200308
배 원황_7.5,11966.666666666666,16600.0,7333.333333333333,6.0221e+16,하,200308
배 신고_15.0,46513.80952380953,54285.71428571428,38952.380952380954,6.0201e+16,특,200309
배 신고_5.0,9500.0,9500.0,9500.0,6.0201e+16,특,200309
배 신고_7.5,34500.0,37300.0,31700.0,6.0201e+16,특,200309
배 원황_15.0,38285.71428571428,45214.28571428572,31357.14285714286,6.0221e+16,특,200309
배 신고_15.0,28698.714285714286,38285.71428571428,19142.85714285714,6.0201e+16,상,200309
배 신고_5.0,9041.0,9500.0,9000.0,6.0201e+16,상,200309
배 신고_7.5,26327.5,31400.0,21700.0,6.0201e+16,상,200309
배 원황_15.0,22678.571428571428,30714.285714285714,14642.857142857143,6.0221e+16,상,200309
배 원황_7.5,25555.555555555555,31888.88888888889,19222.222222222223,6.0221e+16,상,200309
배 신고_15.0,14748.666666666666,18904.761904761905,10714.285714285714,6.0201e+16,중,200309
배 신고_5.0,9000.0,9000.0,9000.0,6.0201e+16,중,200309
배 신고_7.5,16295.0,21700.0,11100.0,6.0201e+16,중,200309
배 원황_15.0,10750.0,14500.0,7000.0,6.0221e+16,중,200309
배 원황_7.5,14944.444444444445,19111.11111111111,10777.777777777777,6.0221e+16,중,200309
배 신고_15.0,7669.0,10714.285714285714,4190.476190476191,6.0201e+16,하,200309
배 신고_5.0,8536.0,9000.0,8500.0,6.0201e+16,하,200309
배 신고_7.5,7867.5,11100.0,4600.0,6.0201e+16,하,200309
배 원황_15.0,5107.142857142857,7000.0,3214.285714285714,6.0221e+16,하,200309
배 원황_7.5,7277.777777777777,10777.777777777777,3777.777777777778,6.0221e+16,하,200309
배 신고_15.0,37607.88,42760.0,32560.0,6.0201e+16,특,200310
배 신고_5.0,9500.0,9500.0,9500.0,6.0201e+16,특,200310
배 신고_7.5,40000.0,40000.0,40000.0,6.0201e+16,특,200310
배 신고_15.0,26155.68,32400.0,20120.0,6.0201e+16,상,200310
배 신고_5.0,9041.0,9500.0,9000.0,6.0201e+16,상,200310
배 신고_7.5,35275.0,40000.0,35000.0,6.0201e+16,상,200310
배 신고_15.0,16181.88,20120.0,12320.0,6.0201e+16,중,200310
배 신고_5.0,9000.0,9000.0,9000.0,6.0201e+16,중,200310
배 신고_7.5,25450.0,35000.0,18000.0,6.0201e+16,중,200310
배 신고_15.0,8632.88,12320.0,4600.0,6.0201e+16,하,200310
배 신고_5.0,8536.0,9000.0,8500.0,6.0201e+16,하,200310
배 신고_7.5,16675.0,18000.0,15000.0,6.0201e+16,하,200310
배 신고_15.0,48808.34782608696,55695.65217391304,42086.95652173913,6.0201e+16,특,200311
배 신고_5.0,9500.0,9500.0,9500.0,6.0201e+16,특,200311
배 신고_7.5,40000.0,40000.0,40000.0,6.0201e+16,특,200311
배 신고_15.0,32677.434782608696,41695.65217391304,23913.043478260868,6.0201e+16,상,200311
배 신고_5.0,9041.0,9500.0,9000.0,6.0201e+16,상,200311
배 신고_7.5,35275.0,40000.0,35000.0,6.0201e+16,상,200311
배 신고_15.0,18160.869565217392,23913.043478260868,12608.695652173914,6.0201e+16,중,200311
배 신고_5.0,9000.0,9000.0,9000.0,6.0201e+16,중,200311
배 신고_7.5,25450.0,35000.0,18000.0,6.0201e+16,중,200311
배 신고_15.0,8890.08695652174,13130.434782608696,4391.304347826087,6.0201e+16,하,200311
배 신고_5.0,8536.0,9000.0,8500.0,6.0201e+16,하,200311
배 신고_7.5,16675.0,18000.0,15000.0,6.0201e+16,하,200311
배 신고_15.0,52239.03846153846,60192.307692307695,44384.61538461538,6.0201e+16,특,200312
배 신고_5.0,9500.0,9500.0,9500.0,6.0201e+16,특,200312
배 신고_7.5,40000.0,40000.0,40000.0,6.0201e+16,특,200312
배 신고_15.0,35223.653846153844,43846.153846153844,26653.846153846152,6.0201e+16,상,200312
배 신고_5.0,9041.0,9500.0,9000.0,6.0201e+16,상,200312
배 신고_7.5,35275.0,40000.0,35000.0,6.0201e+16,상,200312
배 신고_15.0,21110.76923076923,26653.846153846152,15615.384615384615,6.0201e+16,중,200312
배 신고_5.0,9000.0,9000.0,9000.0,6.0201e+16,중,200312
배 신고_7.5,25450.0,35000.0,18000.0,6.0201e+16,중,200312
배 신고_15.0,10618.076923076924,15615.384615384615,5461.538461538462,6.0201e+16,하,200312
배 신고_5.0,8536.0,9000.0,8500.0,6.0201e+16,하,200312
배 신고_7.5,16675.0,18000.0,15000.0,6.0201e+16,하,200312
배 신고_15.0,57831.17391304348,65130.434782608696,50521.739130434784,6.0201e+16,특,200401
배 신고_5.0,9500.0,9500.0,9500.0,6.0201e+16,특,200401
배 신고_7.5,40000.0,40000.0,40000.0,6.0201e+16,특,200401
배 신고_15.0,36871.608695652176,50000.0,24043.478260869564,6.0201e+16,상,200401
배 신고_5.0,9215.0,9500.0,9000.0,6.0201e+16,상,200401
배 신고_7.5,35275.0,40000.0,35000.0,6.0201e+16,상,200401
배 신고_15.0,18408.0,24043.478260869564,12782.608695652174,6.0201e+16,중,200401
배 신고_5.0,9000.0,9000.0,9000.0,6.0201e+16,중,200401
배 신고_7.5,25450.0,35000.0,18000.0,6.0201e+16,중,200401
배 신고_15.0,8586.521739130434,12782.608695652174,4086.9565217391305,6.0201e+16,하,200401
배 신고_5.0,8326.0,9000.0,6000.0,6.0201e+16,하,200401
배 신고_7.5,16675.0,18000.0,15000.0,6.0201e+16,하,200401
배 신고_15.0,55974.391304347824,63521.739130434784,49304.34782608696,6.0201e+16,특,200402
배 신고_5.0,9500.0,9500.0,9500.0,6.0201e+16,특,200402
배 신고_7.5,40000.0,40000.0,40000.0,6.0201e+16,특,200402
배 신고_15.0,38751.34782608696,49043.47826086957,28565.217391304348,6.0201e+16,상,200402
배 신고_5.0,9215.0,9500.0,9000.0,6.0201e+16,상,200402
배 신고_7.5,35275.0,40000.0,35000.0,6.0201e+16,상,200402
배 신고_15.0,22266.043478260868,28478.260869565216,16043.478260869566,6.0201e+16,중,200402
