midName,goodName,danq,dan,poj,sizeName,lv,minCost,maxCost,aveCost,saledate,cmpName,largeName
표고버섯,표고버섯(일반),13.1,kg,P-BOX,11개,특,65500,77290,71400,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),16,kg,P-BOX,11개,특,68800,99200,84000,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),12.5,kg,P-BOX,11개,특,71250,72500,71700,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),13.9,kg,P-BOX,11개,특,73670,94520,81500,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),14.3,kg,P-BOX,11개,특,75790,75790,75800,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),16.6,kg,P-BOX,11개,특,76360,114540,95500,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),17.4,kg,P-BOX,11개,특,80040,80040,80000,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),15.1,kg,P-BOX,11개,특,83050,102680,93600,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),15.6,kg,P-BOX,11개,특,87360,115440,100900,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),15,kg,P-BOX,11개,특,88500,102000,95300,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),15.3,kg,P-BOX,11개,특,90270,105570,100600,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),13.5,kg,P-BOX,11개,특,91800,91800,91800,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),13.6,kg,P-BOX,11개,특,93840,93840,93800,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),14,kg,P-BOX,11개,특,98000,98000,98000,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),15.4,kg,P-BOX,11개,특,103180,103180,103200,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),14.8,kg,P-BOX,11개,특,105080,105080,105100,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),16.1,kg,P-BOX,11개,특,109480,119140,114300,2022-08-11,항도청과(주),버섯류
표고버섯,화고건표고,1,kg,봉지,11개,특,14500,47000,25300,2022-08-11,항도청과(주),버섯류
팽이버섯,팽이1호,5,kg,상자,11개,특,10100,10300,10200,2022-08-11,항도청과(주),버섯류
팽이버섯,팽이1호,5,kg,상자,12개,상,9400,9400,9400,2022-08-11,항도청과(주),버섯류
팽이버섯,기타팽이버섯,2,kg,봉지,11개,특,8300,8300,8300,2022-08-11,항도청과(주),버섯류
팽이버섯,기타팽이버섯,2,kg,상자,11개,특,9600,9600,9600,2022-08-11,항도청과(주),버섯류
양상추,양상추(일반),4,kg,상자,11개,특,17000,17000,17000,2022-08-11,항도청과(주),양채류
치커리,치커리(일반),2,kg,상자,11개,특,2200,8900,4200,2022-08-11,항도청과(주),양채류
브로코리(녹색꽃양배추),브로코리(일반),6,kg,상자,11개,특,3000,25000,16200,2022-08-11,항도청과(주),양채류
브로코리(녹색꽃양배추),브로코리(일반),8,kg,상자,11개,특,30000,30000,30000,2022-08-11,항도청과(주),양채류
브로코리(녹색꽃양배추),브로코리(수입),8,kg,상자,11개,특,30000,30000,30000,2022-08-11,항도청과(주),양채류
케일,쌈케일,2,kg,상자,11개,특,7800,9600,8700,2022-08-11,항도청과(주),양채류
파프리카,파프리카(일반),5,kg,상자,12개,상,17000,17000,17000,2022-08-11,항도청과(주),양채류
취나물,취나물(일반),4,kg,봉지,11개,특,2000,2000,2000,2022-08-11,항도청과(주),산채류
취나물,취나물(일반),10,kg,봉지,11개,특,10000,10000,10000,2022-08-11,항도청과(주),산채류
취나물,취나물(일반),4,kg,상자,11개,특,10000,10000,10000,2022-08-11,항도청과(주),산채류
참나물,참나물(일반),4,kg,상자,11개,특,5300,15000,8600,2022-08-11,항도청과(주),산채류
방풍나물,방풍나물(일반),4,kg,상자,11개,특,10000,10000,10000,2022-08-11,항도청과(주),산채류
느타리버섯,느타리버섯(일반),4,kg,상자,11개,특,10100,24100,17100,2022-08-11,항도청과(주),버섯류
느타리버섯,느타리버섯(일반),4,kg,상자,12개,상,22100,25500,23800,2022-08-11,항도청과(주),버섯류
느타리버섯,느타리버섯(일반),4,kg,상자,13개,보통,16100,23300,19400,2022-08-11,항도청과(주),버섯류
느타리버섯,느타리버섯(일반),4,kg,상자,14개,4등,13000,21800,16800,2022-08-11,항도청과(주),버섯류
느타리버섯,느타리버섯(일반),4,kg,상자,19개,등외,16900,16900,16900,2022-08-11,항도청과(주),버섯류
느타리버섯,기타느타리버섯,.2,kg,접시용기 트래이,11개,특,280,450,400,2022-08-11,항도청과(주),버섯류
느타리버섯,기타느타리버섯,2,kg,봉지,11개,특,4000,4000,4000,2022-08-11,항도청과(주),버섯류
느타리버섯,기타느타리버섯,2,kg,상자,11개,특,4600,5100,4900,2022-08-11,항도청과(주),버섯류
양송이,양송이(일반),2,kg,상자,11개,특,8900,28900,19100,2022-08-11,항도청과(주),버섯류
양송이,양송이(일반),2,kg,상자,13개,보통,16000,31100,25800,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),13.4,kg,P-BOX,11개,특,10720,210380,94800,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),14.4,kg,P-BOX,11개,특,11520,236160,107500,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),9.2,kg,P-BOX,11개,특,21160,21160,21200,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),12.6,kg,P-BOX,11개,특,26460,88200,70200,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),10.4,kg,P-BOX,11개,특,30160,30160,30200,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),13.8,kg,P-BOX,11개,특,31740,77280,54500,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),11.1,kg,P-BOX,11개,특,34410,34410,34400,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),12.1,kg,P-BOX,11개,특,35090,59290,47200,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),11.9,kg,P-BOX,11개,특,36890,39270,38100,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),11.2,kg,P-BOX,11개,특,38080,38080,38100,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),11.7,kg,P-BOX,11개,특,38610,42120,40200,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),14.6,kg,P-BOX,11개,특,42340,103660,76700,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),15.7,kg,P-BOX,11개,특,45530,111470,78500,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),12.3,kg,P-BOX,11개,특,46740,72570,63100,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),12.4,kg,P-BOX,11개,특,47120,47120,47100,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),16.4,kg,P-BOX,11개,특,47560,96760,72200,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),12.9,kg,P-BOX,11개,특,47730,79980,63900,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),12.2,kg,P-BOX,11개,특,53680,67100,60400,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),13.2,kg,P-BOX,11개,특,54120,87120,73500,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),12.8,kg,P-BOX,11개,특,55040,81920,72500,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),12,kg,P-BOX,11개,특,55200,55200,55200,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),12.7,kg,P-BOX,11개,특,58420,73660,67300,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),14.5,kg,P-BOX,11개,특,59450,97150,75900,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),13.3,kg,P-BOX,11개,특,61180,95760,78500,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),15.2,kg,P-BOX,11개,특,62320,68400,65400,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),13,kg,P-BOX,11개,특,62400,75400,70200,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),14.1,kg,P-BOX,11개,특,63450,95880,83000,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),13.7,kg,P-BOX,11개,특,64390,93160,75800,2022-08-11,항도청과(주),버섯류
표고버섯,표고버섯(일반),14.2,kg,P-BOX,11개,특,65320,97980,85900,2022-08-11,항도청과(주),버섯류
열무,열무(일반),2,kg,단,11개,특,2000,3000,2800,2022-08-11,항도청과(주),엽경채류
열무,열무(일반),1,kg,상자,11개,특,3000,3000,3000,2022-08-11,항도청과(주),엽경채류
열무,열무(일반),4,kg,상자,11개,특,4000,9500,6300,2022-08-11,항도청과(주),엽경채류
시금치,시금치(일반),4,kg,상자,11개,특,18000,18000,18000,2022-08-11,항도청과(주),엽경채류
미나리,미나리(일반),4,kg,상자,11개,특,2000,2000,2000,2022-08-11,항도청과(주),엽경채류
미나리,미나리(일반),1,kg,단,11개,특,2100,2150,2100,2022-08-11,항도청과(주),엽경채류
미나리,미나리(일반),2,kg,단,11개,특,3000,3000,3000,2022-08-11,항도청과(주),엽경채류
미나리,미나리(일반),40,kg,단,11개,특,30000,40000,35000,2022-08-11,항도청과(주),엽경채류
부추,일반부추,1,kg,단,11개,특,2000,4000,3000,2022-08-11,항도청과(주),엽경채류
부추,일반부추,5,kg,봉지,11개,특,10000,10000,10000,2022-08-11,항도청과(주),엽경채류
깻잎,깻잎(일반),2,kg,상자,11개,특,6100,21000,13000,2022-08-11,항도청과(주),엽경채류
깻잎,깻잎(일반),1,kg,상자,11개,특,10000,10000,10000,2022-08-11,항도청과(주),엽경채류
깻잎,깻잎(일반),3,kg,상자,11개,특,18000,18000,18000,2022-08-11,항도청과(주),엽경채류
깻잎,깻잎순,4,kg,봉지,11개,특,3300,15000,5400,2022-08-11,항도청과(주),엽경채류
깻잎,깻잎순,3,kg,봉지,11개,특,4400,4400,4400,2022-08-11,항도청과(주),엽경채류
깻잎,깻잎순,3.4,kg,봉지,11개,특,5600,5600,5600,2022-08-11,항도청과(주),엽경채류
깻잎,깻잎순,5,kg,봉지,11개,특,15000,15000,15000,2022-08-11,항도청과(주),엽경채류
쑥갓,쑥갓(일반),4,kg,상자,11개,특,7000,19000,11400,2022-08-11,항도청과(주),엽경채류
근대,근대(일반),4,kg,상자,11개,특,5000,5000,5000,2022-08-11,항도청과(주),엽경채류
아욱,아욱(일반),4,kg,상자,11개,특,15000,15000,15000,2022-08-11,항도청과(주),엽경채류
고구마순,생고구마순,2,kg,단,11개,특,3000,3000,3000,2022-08-11,항도청과(주),엽경채류
비름,참비름,4,kg,상자,11개,특,8000,8000,8000,2022-08-11,항도청과(주),엽경채류
비름,참비름,4,kg,봉지,11개,특,8000,8000,8000,2022-08-11,항도청과(주),엽경채류
머위대,생머위대,1,kg,단,11개,특,850,920,900,2022-08-11,항도청과(주),엽경채류
고추잎,생고추잎,4,kg,봉지,11개,특,16800,16800,16800,2022-08-11,항도청과(주),엽경채류
고추잎,생고추잎,5,kg,봉지,11개,특,19000,19000,19000,2022-08-11,항도청과(주),엽경채류
호박잎,생호박잎,3,kg,단,11개,특,1200,1920,1500,2022-08-11,항도청과(주),엽경채류
청경채,청경채(일반),4,kg,상자,11개,특,8000,8000,8000,2022-08-11,항도청과(주),엽경채류
무순,무순(일반),2,kg,상자,11개,특,300,6000,2000,2022-08-11,항도청과(주),엽경채류
쌈추,쌈추,2,kg,상자,11개,특,10000,10000,10000,2022-08-11,항도청과(주),엽경채류
무,다발무,4,kg,상자,11개,특,2200,2300,2300,2022-08-11,항도청과(주),근채류
무,기타무,20,kg,상자,11개,특,13000,13000,13000,2022-08-11,항도청과(주),근채류
당근,당근(일반),20,kg,상자,11개,특,50000,50000,50000,2022-08-11,항도청과(주),근채류
당근,당근(수입),10,kg,상자,11개,특,15000,15000,15000,2022-08-11,항도청과(주),근채류
우엉,우엉(일반),3,kg,단,11개,특,1380,1380,1400,2022-08-11,항도청과(주),근채류
양파,만생양파,20,kg,그물망,12개,상,21000,26000,23500,2022-08-11,항도청과(주),조미채소류
양파,만생양파,20,kg,그물망,13개,보통,18000,18000,18000,2022-08-11,항도청과(주),조미채소류
대파,대파(일반),1,kg,단,11개,특,1600,2050,1900,2022-08-11,항도청과(주),조미채소류
대파,대파(일반),2,kg,단,11개,특,2000,2890,2500,2022-08-11,항도청과(주),조미채소류
대파,대파(수입),10,kg,상자,11개,특,15000,15000,15000,2022-08-11,항도청과(주),조미채소류
쪽파,쪽파(일반),2,kg,단,11개,특,2350,4000,3300,2022-08-11,항도청과(주),조미채소류
쪽파,쪽파(일반),1,kg,단,11개,특,2510,2510,2500,2022-08-11,항도청과(주),조미채소류
풋고추,청양,10,kg,상자,11개,특,30000,63900,48700,2022-08-11,항도청과(주),조미채소류
풋고추,청양,9,kg,상자,11개,특,42000,42000,42000,2022-08-11,항도청과(주),조미채소류
풋고추,청양,11,kg,상자,11개,특,44000,44000,44000,2022-08-11,항도청과(주),조미채소류
풋고추,청양,10,kg,상자,12개,상,28200,32000,30300,2022-08-11,항도청과(주),조미채소류
풋고추,청양,11,kg,상자,12개,상,30000,30000,30000,2022-08-11,항도청과(주),조미채소류
풋고추,오이맛고추,10,kg,상자,11개,특,42000,45500,43800,2022-08-11,항도청과(주),조미채소류
풋고추,오이맛고추,10,kg,상자,12개,상,23200,27000,25100,2022-08-11,항도청과(주),조미채소류
꽈리고추,꽈리고추(일반),4,kg,상자,11개,특,13300,23600,17200,2022-08-11,항도청과(주),조미채소류
홍고추,홍고추(일반),10,kg,상자,11개,특,22000,32900,27200,2022-08-11,항도청과(주),조미채소류
마늘,저장형 한지,10,kg,그물망,11개,특,30000,30000,30000,2022-08-11,항도청과(주),조미채소류
마늘,마늘쫑(수입),10,kg,상자,11개,특,20000,20000,20000,2022-08-11,항도청과(주),조미채소류
방아,방아(일반),4,kg,상자,11개,특,11000,12000,11800,2022-08-11,항도청과(주),조미채소류
수박,수박(일반),6,kg,P-BOX,11개,특,5000,10300,7600,2022-08-11,항도청과(주),과일과채류
수박,수박(일반),4,kg,P-BOX,11개,특,5800,5800,5800,2022-08-11,항도청과(주),과일과채류
수박,수박(일반),8,kg,P-BOX,11개,특,6600,13800,11000,2022-08-11,항도청과(주),과일과채류
수박,수박(일반),9,kg,P-BOX,11개,특,7000,16000,11400,2022-08-11,항도청과(주),과일과채류
수박,수박(일반),10,kg,P-BOX,11개,특,7200,17300,13900,2022-08-11,항도청과(주),과일과채류
수박,수박(일반),11,kg,P-BOX,11개,특,18100,18100,18100,2022-08-11,항도청과(주),과일과채류
수박,수박(일반),17,kg,상자,11개,특,28200,28200,28200,2022-08-11,항도청과(주),과일과채류
수박,수박(일반),19,kg,상자,11개,특,30600,30600,30600,2022-08-11,항도청과(주),과일과채류
수박,수박(일반),22,kg,상자,11개,특,32000,32000,32000,2022-08-11,항도청과(주),과일과채류
참외,노랑참외,10,kg,상자,11개,특,3000,3000,3000,2022-08-11,항도청과(주),과일과채류
토마토,토마토(일반),5,kg,상자,11개,특,3500,15000,8800,2022-08-11,항도청과(주),과일과채류
토마토,토마토(일반),10,kg,상자,11개,특,16100,38000,25100,2022-08-11,항도청과(주),과일과채류
토마토,토마토(일반),5,kg,상자,12개,상,2600,6600,4600,2022-08-11,항도청과(주),과일과채류
토마토,토마토(일반),5,kg,상자,13개,보통,1800,1800,1800,2022-08-11,항도청과(주),과일과채류
토마토,토마토(일반),10,kg,상자,14개,4등,18500,18500,18500,2022-08-11,항도청과(주),과일과채류
메론,네트계,8,kg,상자,11개,특,10000,23300,15500,2022-08-11,항도청과(주),과일과채류
방울토마토,방울토마토,2,kg,상자,11개,특,6000,14100,9600,2022-08-11,항도청과(주),과일과채류
오이,가시오이,10,kg,상자,11개,특,13300,27200,20100,2022-08-11,항도청과(주),과채류
오이,가시오이,10,kg,상자,12개,상,7700,17700,14600,2022-08-11,항도청과(주),과채류
오이,가시오이,10,kg,상자,13개,보통,6600,13300,10700,2022-08-11,항도청과(주),과채류
오이,가시오이,10,kg,상자,14개,4등,10200,10600,10400,2022-08-11,항도청과(주),과채류
오이,노각,10,kg,그물망,11개,특,8000,8000,8000,2022-08-11,항도청과(주),과채류
오이,노각,10,kg,상자,11개,특,9800,9800,9800,2022-08-11,항도청과(주),과채류
호박,쥬키니호박,10,kg,상자,11개,특,15000,27000,21000,2022-08-11,항도청과(주),과채류
호박,쥬키니호박,10,kg,상자,12개,상,14700,15800,15300,2022-08-11,항도청과(주),과채류
호박,쥬키니호박,10,kg,상자,13개,보통,8900,8900,8900,2022-08-11,항도청과(주),과채류
호박,풋호박,10,kg,상자,11개,특,17800,17800,17800,2022-08-11,항도청과(주),과채류
호박,풋호박,10,kg,상자,12개,상,14200,14200,14200,2022-08-11,항도청과(주),과채류
호박,단호박,10,kg,상자,11개,특,15000,15000,15000,2022-08-11,항도청과(주),과채류
가지,가지(일반),5,kg,상자,11개,특,12000,12700,12400,2022-08-11,항도청과(주),과채류
가지,가지(일반),10,kg,상자,11개,특,20600,22600,21600,2022-08-11,항도청과(주),과채류
가지,가지(일반),5,kg,상자,12개,상,8500,8600,8600,2022-08-11,항도청과(주),과채류
가지,가지(일반),10,kg,상자,12개,상,12000,18100,15100,2022-08-11,항도청과(주),과채류
가지,가지(일반),10,kg,상자,13개,보통,8600,9000,8800,2022-08-11,항도청과(주),과채류
박,박(일반),10,kg,그물망,11개,특,1500,1500,1500,2022-08-11,항도청과(주),과채류
박,박(일반),5,kg,상자,11개,특,11000,12500,11900,2022-08-11,항도청과(주),과채류
박,박(일반),5,kg,상자,12개,상,7600,9000,8000,2022-08-11,항도청과(주),과채류
박,박(일반),5,kg,상자,19개,등외,9000,9000,9000,2022-08-11,항도청과(주),과채류
배추,쌈배추,2,kg,단,11개,특,4000,4000,4000,2022-08-11,항도청과(주),엽경채류
배추,쌈배추,4,kg,봉지,11개,특,4000,4000,4000,2022-08-11,항도청과(주),엽경채류
배추,쌈배추,2,kg,상자,11개,특,8500,16300,13200,2022-08-11,항도청과(주),엽경채류
배추,기타배추,10,kg,상자,11개,특,20000,20000,20000,2022-08-11,항도청과(주),엽경채류
얼갈이배추,얼갈이배추,4,kg,상자,11개,특,4100,5000,4700,2022-08-11,항도청과(주),엽경채류
얼갈이배추,얼갈이배추,10,kg,상자,11개,특,16000,25000,19400,2022-08-11,항도청과(주),엽경채류
얼갈이배추,얼갈이배추,8,kg,상자,11개,특,32500,32500,32500,2022-08-11,항도청과(주),엽경채류
얼갈이배추,얼갈이배추,100,kg,P-BOX,11개,특,150000,150000,150000,2022-08-11,항도청과(주),엽경채류
양배추,양배추(일반),10,kg,그물망,11개,특,8000,8000,8000,2022-08-11,항도청과(주),엽경채류
양배추,양배추(일반),10,kg,상자,11개,특,12000,12000,12000,2022-08-11,항도청과(주),엽경채류
양배추,양배추(수입),10,kg,상자,11개,특,15000,15000,15000,2022-08-11,항도청과(주),엽경채류
상추,청상추,2,kg,상자,11개,특,12000,12000,12000,2022-08-11,항도청과(주),엽경채류
상추,적상추,4,kg,상자,11개,특,2000,14300,10000,2022-08-11,항도청과(주),엽경채류
상추,적상추,2,kg,상자,11개,특,3000,22100,10900,2022-08-11,항도청과(주),엽경채류
상추,적상추,2,kg,단,11개,특,3000,3000,3000,2022-08-11,항도청과(주),엽경채류
상추,적포기,4,kg,상자,11개,특,8900,8900,8900,2022-08-11,항도청과(주),엽경채류
고구마,기타,10,kg,상자,없음,상,9300,28200,21900,2022-08-11,농협부산공판장,서류
고구마,기타,10,kg,상자,없음,보통,5600,27500,20500,2022-08-11,농협부산공판장,서류
고구마,기타,10,kg,상자,없음,6등,13600,21000,18100,2022-08-11,농협부산공판장,서류
고구마,기타,10,kg,상자,없음,등외,4500,22000,14000,2022-08-11,농협부산공판장,서류
사과,후지,10,kg,상자,없음,특,10000,25000,17100,2022-08-11,농협부산공판장,과실류
사과,아오리,10,kg,상자,없음,특,5000,53000,17700,2022-08-11,농협부산공판장,과실류
사과,아오리,10,kg,상자,없음,상,5000,8000,7300,2022-08-11,농협부산공판장,과실류
사과,홍로,10,kg,상자,없음,특,19000,93000,45000,2022-08-11,농협부산공판장,과실류
사과,홍로,10,kg,상자,없음,상,11000,26000,19200,2022-08-11,농협부산공판장,과실류
사과,시나노스위트,10,kg,상자,없음,특,5000,35200,21100,2022-08-11,농협부산공판장,과실류
사과,시나노스위트,10,kg,상자,없음,상,8500,8500,8500,2022-08-11,농협부산공판장,과실류
사과,기타사과,10,kg,상자,없음,특,22000,30000,26000,2022-08-11,농협부산공판장,과실류
배,원황,15,kg,상자,없음,특,31000,53000,40200,2022-08-11,농협부산공판장,과실류
배,원황,15,kg,상자,없음,상,21200,22000,21600,2022-08-11,농협부산공판장,과실류
배,원황,15,kg,상자,없음,등외,17500,17500,17500,2022-08-11,농협부산공판장,과실류
포도,캠벨얼리,2,kg,상자,없음,특,6600,8200,7200,2022-08-11,농협부산공판장,과실류
포도,캠벨얼리,3,kg,상자,없음,특,7200,11000,9200,2022-08-11,농협부산공판장,과실류
포도,캠벨얼리,2,kg,상자,없음,상,3000,5000,4100,2022-08-11,농협부산공판장,과실류
포도,캠벨얼리,3,kg,상자,없음,상,6000,6000,6000,2022-08-11,농협부산공판장,과실류
포도,캠벨얼리,3,kg,상자,없음,5등,3600,3600,3600,2022-08-11,농협부산공판장,과실류
포도,거봉,2,kg,상자,없음,특,5000,17200,12200,2022-08-11,농협부산공판장,과실류
포도,샤인마스캇,2,kg,상자,없음,없음,8000,8000,8000,2022-08-11,농협부산공판장,과실류
포도,샤인마스캇,2,kg,상자,없음,특,10000,30000,19200,2022-08-11,농협부산공판장,과실류
포도,샤인마스캇,4,kg,상자,없음,특,53000,64000,56800,2022-08-11,농협부산공판장,과실류
포도,샤인마스캇,2,kg,상자,없음,상,10000,10000,10000,2022-08-11,농협부산공판장,과실류
포도,샤인마스캇,2,kg,상자,없음,5등,12300,12300,12300,2022-08-11,농협부산공판장,과실류
포도,샤인마스캇,2,kg,상자,없음,등외,8800,8800,8800,2022-08-11,농협부산공판장,과실류
포도,기타포도,2,kg,상자,없음,특,4000,4000,4000,2022-08-11,농협부산공판장,과실류
복숭아,백봉,4,kg,상자,없음,특,3000,7000,4800,2022-08-11,농협부산공판장,과실류
복숭아,황도,4,kg,상자,없음,특,3000,22000,10500,2022-08-11,농협부산공판장,과실류
만가닥,만가닥(일반),2,kg,봉지,11개,특,2500,5500,4600,2022-08-11,항도청과(주),버섯류
만가닥,만가닥(일반),1.5,kg,상자,11개,특,3000,4500,3600,2022-08-11,항도청과(주),버섯류
만가닥,만가닥(일반),2,kg,봉지,19개,등외,2800,2800,2800,2022-08-11,항도청과(주),버섯류
새송이,새송이(일반),.4,kg,봉지,11개,특,500,1020,700,2022-08-11,항도청과(주),버섯류
새송이,새송이(일반),2,kg,봉지,11개,특,2000,7500,4300,2022-08-11,항도청과(주),버섯류
새송이,새송이(일반),2,kg,봉지,12개,상,5100,6000,5600,2022-08-11,항도청과(주),버섯류
새송이,새송이(일반),2,kg,봉지,13개,보통,2500,5400,4100,2022-08-11,항도청과(주),버섯류
새송이,새송이(일반),2,kg,봉지,14개,4등,2600,4200,3700,2022-08-11,항도청과(주),버섯류
자두,홍자두,5,kg,상자,14개,4등,10600,15600,13000,2022-08-11,항도청과(주),과실류
자두,홍자두,5,kg,상자,19개,등외,8000,12800,10400,2022-08-11,항도청과(주),과실류
자두,추희,5,kg,상자,11개,특,12200,15600,13900,2022-08-11,항도청과(주),과실류
자두,추희,5,kg,상자,12개,상,9800,9800,9800,2022-08-11,항도청과(주),과실류
자두,추희,5,kg,상자,13개,보통,7000,7000,7000,2022-08-11,항도청과(주),과실류
감귤,하우스감귤,5,kg,상자,11개,특,10000,20000,13700,2022-08-11,항도청과(주),과실류
감귤,하우스감귤,3,kg,상자,11개,특,11200,14200,12600,2022-08-11,항도청과(주),과실류
감귤,하우스감귤,.5,kg,접시용기 트래이,11개,특,19200,24000,21600,2022-08-11,항도청과(주),과실류
감귤,하우스감귤,5,kg,상자,12개,상,6600,19000,12400,2022-08-11,항도청과(주),과실류
감귤,하우스감귤,3,kg,상자,12개,상,9000,13600,12000,2022-08-11,항도청과(주),과실류
무화과,무화과(일반),1.2,kg,상자,11개,특,4300,5300,4900,2022-08-11,항도청과(주),과실류
무화과,무화과(일반),1,kg,상자,11개,특,4600,4600,4600,2022-08-11,항도청과(주),과실류
아로니아,아로니아(일반),1,kg,상자,11개,특,2000,2000,2000,2022-08-11,항도청과(주),과실류
아로니아,아로니아(일반),1,kg,접시용기 트래이,11개,특,2200,2200,2200,2022-08-11,항도청과(주),과실류
수박,수박(일반),7,kg,P-BOX,11개,특,2300,11500,7000,2022-08-11,항도청과(주),과일과채류
수박,수박(일반),5,kg,P-BOX,11개,특,3600,7500,5600,2022-08-11,항도청과(주),과일과채류
강낭콩,강낭콩(일반),4,kg,그물망,없음,특,16500,16500,16500,2022-08-11,농협부산공판장,두류
옥수수,찰옥수수,10,kg,그물망,없음,특,2000,17100,12000,2022-08-11,농협부산공판장,잡곡류
옥수수,찰옥수수,10,kg,상자,없음,특,14600,17200,16100,2022-08-11,농협부산공판장,잡곡류
감자,수미,20,kg,상자,없음,없음,11000,20200,14700,2022-08-11,농협부산공판장,서류
감자,수미,20,kg,상자,없음,특,26000,46500,39500,2022-08-11,농협부산공판장,서류
감자,수미,20,kg,상자,없음,상,25000,43200,35600,2022-08-11,농협부산공판장,서류
감자,수미,20,kg,상자,없음,보통,22100,40000,29500,2022-08-11,농협부산공판장,서류
감자,수미,20,kg,상자,없음,등외,18000,29300,21500,2022-08-11,농협부산공판장,서류
감자,자주감자,20,kg,상자,없음,보통,8000,8000,8000,2022-08-11,농협부산공판장,서류
감자,기타감자,20,kg,상자,없음,없음,9000,13300,11600,2022-08-11,농협부산공판장,서류
감자,기타감자,20,kg,상자,없음,특,15800,43600,34500,2022-08-11,농협부산공판장,서류
감자,기타감자,20,kg,상자,없음,상,33000,36600,33800,2022-08-11,농협부산공판장,서류
감자,기타감자,20,kg,상자,없음,보통,12800,24000,18400,2022-08-11,농협부산공판장,서류
감자,기타감자,20,kg,상자,없음,4등,19000,19000,19000,2022-08-11,농협부산공판장,서류
감자,기타감자,20,kg,상자,없음,5등,21000,26600,23800,2022-08-11,농협부산공판장,서류
감자,기타감자,20,kg,상자,없음,등외,9600,15800,12700,2022-08-11,농협부산공판장,서류
고구마,기타,10,kg,상자,없음,없음,7700,12300,9700,2022-08-11,농협부산공판장,서류
고구마,기타,10,kg,상자,없음,특,9000,20700,16800,2022-08-11,농협부산공판장,서류
고구마,붉은고구마,10,kg,상자,12개,상,22600,35000,27900,2022-08-11,항도청과(주),서류
고구마,붉은고구마,10,kg,상자,13개,보통,21000,23600,22300,2022-08-11,항도청과(주),서류
고구마,붉은고구마,10,kg,상자,14개,4등,6700,18800,14800,2022-08-11,항도청과(주),서류
고구마,붉은고구마,10,kg,상자,19개,등외,7500,7500,7500,2022-08-11,항도청과(주),서류
사과,아오리,10,kg,상자,11개,특,21000,30000,24200,2022-08-11,항도청과(주),과실류
사과,아오리,10,kg,상자,12개,상,15500,26000,19500,2022-08-11,항도청과(주),과실류
사과,아오리,10,kg,상자,19개,등외,6000,6000,6000,2022-08-11,항도청과(주),과실류
사과,홍로,10,kg,상자,11개,특,16000,70000,41700,2022-08-11,항도청과(주),과실류
사과,홍로,10,kg,상자,12개,상,16000,75100,36600,2022-08-11,항도청과(주),과실류
