품목명,등급,월,평균가격,최고가격,최저가격,계절지수
사과 홍로_10,상,05,49766.666666666664,55666.666666666664,45333.333333333336,0.25616230261606765
사과 홍로_10,상,06,57134.0,62000.0,51000.0,0.29408393163428814
사과 홍로_10,상,07,50951.75,57500.0,46250.0,0.2622622425114178
사과 홍로_10,상,08,38076.294826511374,44520.3659195782,33483.75373390463,0.19598884175179004
사과 홍로_10,상,09,31228.0745142056,39835.63241106719,26231.988615249484,0.1607392258638656
사과 홍로_10,상,10,28433.223573329604,34257.60359406284,24887.255701003283,0.14635338288027258
사과 홍로_10,상,11,40189.0,47666.666666666664,34666.666666666664,0.20686349859016362
사과 홍로_10,상,12,50020.0,70000.0,42333.333333333336,0.25746627682898265
사과 홍로_10,중,01,29887.0,36000.0,24000.0,0.22049230557436206
사과 홍로_10,중,02,32877.0,40000.0,26000.0,0.2425511269236893
사과 홍로_10,중,03,34627.0,43000.0,27500.0,0.25546180831543597
사과 홍로_10,중,04,35408.0,43000.0,28000.0,0.2612236609822669
사과 홍로_10,중,05,36695.0,45333.333333333336,28000.0,0.27071854495436865
사과 홍로_10,중,06,34302.0,51000.0,19000.0,0.253064110342683
사과 홍로_10,중,07,36388.0,46250.0,27250.0,0.2684536425616451
사과 홍로_10,중,08,27190.987828266832,33230.4830438104,20717.34387782342,0.20060238890149462
사과 홍로_10,중,09,21452.433958931568,26114.210837471706,16714.265905431123,0.15826602281214444
사과 홍로_10,중,10,21073.069495481424,24473.69367608689,17291.71900877183,0.15546724925845545
사과 홍로_10,중,11,27946.0,34666.666666666664,20000.0,0.206172515527859
사과 홍로_10,중,12,34384.666666666664,42333.333333333336,28333.333333333332,0.25367398633985505
사과 홍로_10,특,01,62316.0,83000.0,53000.0,0.24873507558028368
사과 홍로_10,특,02,64627.0,100000.0,55000.0,0.2579594603236246
사과 홍로_10,특,03,64710.0,98000.0,56000.0,0.25829075583798955
사과 홍로_10,특,04,65304.0,102000.0,57000.0,0.26066171409742034
사과 홍로_10,특,05,59404.333333333336,72333.33333333333,56000.0,0.2371131224960369
사과 홍로_10,특,06,62805.5,63000.0,62000.0,0.25068892081259236
사과 홍로_10,특,07,59448.75,66500.0,57500.0,0.23729041216386465
사과 홍로_10,특,08,48607.91424082378,56876.50266149499,44991.180266924515,0.19401908374239762
사과 홍로_10,특,09,46387.91750942294,62446.6286732591,40216.55059915929,0.1851579396578452
사과 홍로_10,특,10,35981.23433163018,40503.69400848043,34001.10562587679,0.14361953657086352
사과 홍로_10,특,11,53710.666666666664,69333.33333333333,47666.666666666664,0.2143867824122337
사과 홍로_10,특,12,78782.33333333333,99333.33333333333,70000.0,0.31446064631968945
사과 홍로_10,하,01,19478.0,24000.0,6000.0,0.23270800303894762
사과 홍로_10,하,02,22528.0,26000.0,10000.0,0.2691470321625121
사과 홍로_10,하,03,22604.0,27500.0,8000.0,0.2700550210849354
사과 홍로_10,하,04,23781.0,28000.0,6000.0,0.28411690215983226
사과 홍로_10,하,05,23479.333333333332,28000.0,12666.666666666666,0.2805128233230207
사과 홍로_10,하,06,15582.0,19000.0,12000.0,0.1861616235420927
사과 홍로_10,하,07,21355.5,27000.0,9500.0,0.2551389135896009
사과 홍로_10,하,08,16133.272173497242,20512.324865387523,8280.289846461203,0.19274779494703592
사과 홍로_10,하,09,13269.534543113892,16620.72093188615,6206.471708645622,0.15853408382710585
사과 홍로_10,하,10,14207.203288559971,16987.552342105166,8476.261053196598,0.1697366211135209
사과 홍로_10,하,11,15455.0,20000.0,6500.0,0.18464432626383281
사과 홍로_10,하,12,23703.0,28333.333333333332,11000.0,0.28318501879208213
사과 홍로_15,상,01,41136.0,43000.0,38000.0,0.18651683629642984
사과 홍로_15,상,02,41136.0,43000.0,38000.0,0.18651683629642984
사과 홍로_15,상,03,41136.0,43000.0,38000.0,0.18651683629642984
사과 홍로_15,상,04,41136.0,43000.0,38000.0,0.18651683629642984
사과 홍로_15,상,05,41136.0,43000.0,38000.0,0.18651683629642984
사과 홍로_15,상,08,63250.39236596736,79380.36130536131,51036.71328671328,0.28678683096577423
사과 홍로_15,상,09,42949.02858484882,54115.80582182588,36148.19664727691,0.1947373817009659
사과 홍로_15,상,10,28512.586072311296,32454.5687281547,25439.34177938703,0.1292803711794329
사과 홍로_15,상,11,28000.0,30000.0,26000.0,0.12695622851760102
사과 홍로_15,중,01,30071.0,38000.0,26000.0,0.17775277873020692
사과 홍로_15,중,02,30071.0,38000.0,26000.0,0.17775277873020692
사과 홍로_15,중,03,30071.0,38000.0,26000.0,0.17775277873020692
사과 홍로_15,중,04,30071.0,38000.0,26000.0,0.17775277873020692
사과 홍로_15,중,05,30071.0,38000.0,26000.0,0.17775277873020692
사과 홍로_15,중,08,40530.49333721834,51229.13752913753,29831.66278166278,0.23957992131943392
사과 홍로_15,중,09,30173.495725985274,36119.625218705485,24319.560873908697,0.1783586415249877
사과 홍로_15,중,10,21836.804210560487,25166.006438389744,18092.832578894737,0.12907959918242193
사과 홍로_15,특,01,43000.0,43000.0,43000.0,0.12920554406181708
사과 홍로_15,특,02,43000.0,43000.0,43000.0,0.12920554406181708
사과 홍로_15,특,03,43000.0,43000.0,43000.0,0.12920554406181708
사과 홍로_15,특,04,43000.0,43000.0,43000.0,0.12920554406181708
사과 홍로_15,특,05,43000.0,43000.0,43000.0,0.12920554406181708
사과 홍로_15,특,08,90341.44710567211,107680.40015540016,80166.25874125875,0.27145618196791244
사과 홍로_15,특,09,63227.08975514452,80167.08366883952,54158.93963895636,0.18998350072694858
사과 홍로_15,특,10,34694.88261658759,37067.47790988086,32708.895458422132,0.10425049266597859
사과 홍로_15,하,01,23273.0,26000.0,15000.0,0.22148192058053276
사과 홍로_15,하,02,23273.0,26000.0,15000.0,0.22148192058053276
사과 홍로_15,하,03,23273.0,26000.0,15000.0,0.22148192058053276
사과 홍로_15,하,04,23273.0,26000.0,15000.0,0.22148192058053276
사과 홍로_15,하,05,23273.0,26000.0,15000.0,0.22148192058053276
사과 홍로_15,하,08,22354.16561771562,30002.46697746698,10153.826728826729,0.21273765883156304
사과 홍로_15,하,09,18523.252602562803,24291.558682863033,6661.7617610928655,0.17628004820237878
사과 홍로_15,하,10,14835.153606104539,18056.004809273443,9879.077545063494,0.1411815542812379
사과 홍로_5,상,02,17000.0,17000.0,17000.0,0.1021043774007592
사과 홍로_5,상,05,42518.0,45000.0,38000.0,0.25536905401914584
사과 홍로_5,상,06,42518.0,45000.0,38000.0,0.25536905401914584
사과 홍로_5,상,07,42518.0,45000.0,38000.0,0.25536905401914584
사과 홍로_5,상,08,32323.930555555555,38754.16666666667,28105.555555555555,0.19414204732472803
사과 홍로_5,상,09,27601.26318522381,33980.91892460814,23002.00192418712,0.1657770466471631
사과 홍로_5,상,10,25996.95009157509,30676.007326007326,22133.882783882786,0.1561413178481697
사과 홍로_5,상,11,26296.5,30500.0,24500.0,0.15794045648935673
사과 홍로_5,상,12,44849.5,52500.0,41500.0,0.26937236907266765
사과 홍로_5,중,02,15667.0,17000.0,15000.0,0.13415763211644596
사과 홍로_5,중,05,32742.0,38000.0,29000.0,0.2803720680894028
사과 홍로_5,중,06,32742.0,38000.0,29000.0,0.2803720680894028
사과 홍로_5,중,07,32742.0,38000.0,29000.0,0.2803720680894028
사과 홍로_5,중,08,23331.061728395063,29006.172839506173,18484.567901234564,0.19978553623821516
사과 홍로_5,중,09,18729.514142984255,22987.701467162202,14815.307307204519,0.1603821579188264
사과 홍로_5,중,10,18421.82051282051,22133.882783882786,15973.901098901099,0.15774735554185054
사과 홍로_5,중,11,19326.5,24500.0,15250.0,0.16549419015117717
사과 홍로_5,중,12,37366.5,41500.0,32500.0,0.3199719895627228
사과 홍로_5,특,02,17000.0,17000.0,17000.0,0.080462261314859
사과 홍로_5,특,05,50195.0,60000.0,45000.0,0.23757665921760865
사과 홍로_5,특,06,50195.0,60000.0,45000.0,0.23757665921760865
사과 홍로_5,특,07,50195.0,60000.0,45000.0,0.23757665921760865
사과 홍로_5,특,08,43257.990740740745,48746.91358024691,40282.40740740741,0.20474327970219014
사과 홍로_5,특,09,37105.00384546434,42424.26196267737,34067.78894234319,0.17562073620603527
사과 홍로_5,특,10,32637.18315018315,35382.60073260073,30747.4358974359,0.15447420936534997
사과 홍로_5,특,11,34660.0,37000.0,30500.0,0.16404835159841252
사과 홍로_5,특,12,56685.0,62500.0,52500.0,0.26829431074310484
사과 홍로_5,하,02,13330.0,15000.0,13000.0,0.16572871651377954
사과 홍로_5,하,05,24417.0,29000.0,17000.0,0.3035707480207768
사과 홍로_5,하,06,24417.0,29000.0,17000.0,0.3035707480207768
사과 홍로_5,하,07,24417.0,29000.0,17000.0,0.3035707480207768
사과 홍로_5,하,08,15659.467592592593,18484.567901234564,9995.37037037037,0.19469043251384066
사과 홍로_5,하,09,11956.80612961961,14813.114324748378,6716.49395221117,0.1486561240409565
사과 홍로_5,하,10,13786.595238095239,15902.472527472526,9638.553113553115,0.17140545640693988
사과 홍로_5,하,11,13191.5,15250.0,8500.0,0.16400677898661087
사과 홍로_5,하,12,24901.5,32500.0,17500.0,0.309594421175385
사과 홍옥_10,상,02,69368.0,82000.0,38000.0,0.45158364812356844
사과 홍옥_10,상,03,69368.0,82000.0,38000.0,0.45158364812356844
사과 홍옥_10,상,04,69368.0,82000.0,38000.0,0.45158364812356844
사과 홍옥_10,상,05,62934.0,72500.0,44000.0,0.4096984965835638
사과 홍옥_10,상,06,64884.0,73500.0,46500.0,0.42239293946559814
사과 홍옥_10,상,07,65679.5,75000.0,46500.0,0.4275716211643973
사과 홍옥_10,상,08,56592.0,66000.0,52000.0,0.36841226234876284
사과 홍옥_10,상,09,42231.36603535354,48871.590909090904,34421.46464646465,0.27492495588004134
사과 홍옥_10,상,10,48436.22697368421,56172.33890013496,38177.209851551954,0.3153184188403515
사과 홍옥_10,상,11,49290.75,59250.0,31500.0,0.3208813387116074
사과 홍옥_10,상,12,57760.5,71000.0,37000.0,0.37601916312192035
사과 홍옥_10,중,02,28897.0,38000.0,25000.0,0.33430706785671865
사과 홍옥_10,중,03,28897.0,38000.0,25000.0,0.33430706785671865
사과 홍옥_10,중,04,28897.0,38000.0,25000.0,0.33430706785671865
사과 홍옥_10,중,05,36130.5,44000.0,31500.0,0.41799084732661435
사과 홍옥_10,중,06,37698.5,46500.0,29000.0,0.4361309131604149
사과 홍옥_10,중,07,37089.5,46500.0,30500.0,0.42908544116246555
사과 홍옥_10,중,08,44676.0,52000.0,35000.0,0.5168530492288738
사과 홍옥_10,중,09,27593.874747474747,34053.40909090909,21430.176767676767,0.3192313166638002
사과 홍옥_10,중,10,29287.931645017994,38153.17139001349,21446.054037336933,0.3388297246023452
사과 홍옥_10,중,11,21629.75,31500.0,17750.0,0.25023283735245394
사과 홍옥_10,중,12,28023.0,37000.0,23500.0,0.3241958321815007
사과 홍옥_10,특,02,84000.0,85000.0,82000.0,0.4544728489081169
사과 홍옥_10,특,03,84000.0,85000.0,82000.0,0.4544728489081169
사과 홍옥_10,특,04,84000.0,85000.0,82000.0,0.4544728489081169
사과 홍옥_10,특,05,74100.0,75000.0,72500.0,0.4009099774296602
사과 홍옥_10,특,06,74922.0,75500.0,73500.0,0.4053573188796896
사과 홍옥_10,특,07,76763.0,79000.0,75000.0,0.41531784881825917
사과 홍옥_10,특,08,66119.0,67000.0,66000.0,0.3577296463923306
사과 홍옥_10,특,09,50635.50366161616,51856.43939393939,48930.681818181816,0.2739578762499057
사과 홍옥_10,특,10,58065.21582602339,60403.122188484034,56263.685053981106,0.3141555245109229
사과 홍옥_10,특,11,60950.0,63250.0,59250.0,0.3297633350113062
사과 홍옥_10,특,12,75015.0,80000.0,71000.0,0.4058604852481236
사과 홍옥_10,하,02,19615.0,25000.0,12000.0,0.36090228905432364
사과 홍옥_10,하,03,19615.0,25000.0,12000.0,0.36090228905432364
사과 홍옥_10,하,04,19615.0,25000.0,12000.0,0.36090228905432364
사과 홍옥_10,하,05,23544.5,31500.0,15000.0,0.4332023423216682
사과 홍옥_10,하,06,21780.0,27500.0,14000.0,0.40073677571262656
사과 홍옥_10,하,07,25984.0,30500.0,16500.0,0.478087437103622
사과 홍옥_10,하,08,27260.0,35000.0,21000.0,0.5015649451756748
사과 홍옥_10,하,09,17333.683712121212,21263.510101010103,10562.5,0.3189276640044961
사과 홍옥_10,하,10,16894.416139507422,21224.794759334232,11086.447087269456,0.31084544771779443
사과 홍옥_10,하,11,14244.25,17750.0,8000.0,0.2620842432251873
사과 홍옥_10,하,12,19162.5,23500.0,13000.0,0.3525766053532234
사과 홍옥_15,상,09,39033.57235048901,45271.27625460959,33804.35305435306,0.11019998561289582
사과 홍옥_15,상,10,40493.64465347667,46375.13082730474,35619.7879377419,0.1143220768562563
사과 홍옥_15,상,11,37983.97619047619,41291.666666666664,33357.142857142855,0.10723675486644546
사과 홍옥_15,중,09,28404.68576238576,33865.183581850244,22390.82892416226,0.12439131784595431
사과 홍옥_15,중,10,29336.50996962426,35416.92809745307,22824.533039048318,0.128472012211271
사과 홍옥_15,중,11,27208.2,33900.0,21750.0,0.11915160345474024
사과 홍옥_15,특,09,48118.336904761905,51439.36688311688,45979.166666666664,0.14608918909462132
사과 홍옥_15,특,10,49041.90247361274,51655.158196762415,46991.96710063912,0.14889317097986762
사과 홍옥_15,특,11,40451.375,40687.5,39812.5,0.12281198710605518
사과 홍옥_15,하,09,16686.677946127944,22270.23809523809,8250.048100048101,0.12178103098320911
사과 홍옥_15,하,10,17450.308736071496,22590.864907037747,10142.518507451876,0.1273540842410283
사과 홍옥_15,하,11,17276.55,21350.0,12500.0,0.126085975748167
사과 홍월_10,상,09,15000.0,20000.0,10000.0,1.0
사과 홍월_10,중,09,7500.0,10000.0,5000.0,1.0
사과 홍월_10,특,09,21833.33333333333,23666.666666666668,20000.0,1.0
사과 홍월_10,하,09,4000.0,5000.0,3000.0,1.0
사과 홍월_15,상,09,26767.324305453174,30907.990701153758,22481.188333033017,0.1341355753516183
사과 홍월_15,상,10,22600.36910764306,25697.679071628652,19540.996398559422,0.11325426026220509
사과 홍월_15,중,09,19155.832234111967,22348.356252832516,14664.345913804116,0.13322254091287336
사과 홍월_15,중,10,16453.4218687475,19420.408163265303,13247.33893557423,0.11442816168344852
사과 홍월_15,특,09,34230.94084987796,38711.97513118308,31059.880774922054,0.13590023050839864
사과 홍월_15,특,10,27955.326210484192,30136.034413765505,26028.77150860344,0.1109854179177732
사과 홍월_15,하,09,10884.545593968582,14537.36178681999,6694.304797942569,0.1283469555185641
사과 홍월_15,하,10,10235.766846738696,13209.003601440576,6816.826730692277,0.1206967714761319
사과 홍월_5,상,09,16560.897435897437,19621.794871794875,13500.0,0.5901770416904626
사과 홍월_5,상,10,23000.0,30000.0,16000.0,0.8196459166190748
사과 홍월_5,중,09,10657.051282051281,13500.0,7814.102564102563,0.612226109372123
사과 홍월_5,중,10,13500.0,16000.0,11000.0,0.7755477812557541
사과 홍월_5,특,09,19416.666666666668,20333.33333333333,18500.0,1.0
사과 홍월_5,하,09,6076.923076923077,7737.179487179488,4416.666666666667,0.6030534351145038
사과 홍월_5,하,10,8000.0,10000.0,6000.0,0.7938931297709922
사과 후지_10,상,01,33149.356702108635,41712.16897978407,27838.804757689028,0.0625673053017407
사과 후지_10,상,02,30533.092526936027,36511.15151515151,26505.767676767675,0.05762927284249787
사과 후지_10,상,03,31055.939051689053,39946.56084656085,24763.018925518925,0.05861611244949681
사과 후지_10,상,04,33379.52621464932,42406.490101809955,27045.738970588234,0.06300173563749953
사과 후지_10,상,05,35696.70192511193,44285.95848595849,29424.103920770587,0.06737525761613478
사과 후지_10,상,06,35700.09036713287,44328.5506993007,29544.452797202797,0.06738165308523322
사과 후지_10,상,07,34876.40564555271,41708.82287646994,29959.94484818014,0.06582700048938941
사과 후지_10,상,08,38665.63059085842,46957.70791527313,31869.761426978817,0.07297892190193477
